PersonId,AttributeKey,AttributeValue
484,IndCampus,Sojourn Midtown
484,IndLimitAccessUser,1
484,IndFamPosition,Spouse
485,IndAllergies,Erin Althaus (nanny)
485,IndCampus,Sojourn Midtown
485,IndLimitAccessUser,1
485,IndFamPosition,Child
486,IndAllergies,Erin Althaus (nanny)
486,IndCampus,Sojourn Midtown
486,IndLimitAccessUser,1
486,IndFamPosition,Child
20177,MembershipDate,2015-09-13T00:00:00.0000000
20177,IndCampus,Sojourn East
20190,MembershipDate,2015-02-22T00:00:00.0000000
20190,IndCampus,Sojourn East
13149,IndCampus,Sojourn East
13149,IndFamPosition,Primary Contact
487,IndCampus,Sojourn Midtown
487,IndLimitAccessUser,1
487,IndFamPosition,Primary Contact
488,IndAllergies,NA
488,IndCampus,Sojourn Midtown
488,IndLimitAccessUser,1
488,IndFamPosition,Child
489,IndAllergies,NA
489,IndCampus,Sojourn Midtown
489,IndLimitAccessUser,1
489,IndFamPosition,Child
20191,MembershipDate,2014-11-02T00:00:00.0000000
20191,IndCampus,Sojourn Midtown
20192,MembershipDate,2015-10-05T00:00:00.0000000
20192,IndCampus,Sojourn East
20205,MembershipDate,2015-10-05T00:00:00.0000000
20205,IndCampus,Sojourn East
20199,MembershipDate,2015-04-26T00:00:00.0000000
20199,IndCampus,Sojourn East
491,IndCampus,Sojourn Midtown
491,IndLimitAccessUser,1
491,IndFamPosition,Primary Contact
492,IndCampus,Sojourn Midtown
492,IndLimitAccessUser,1
492,IndFamPosition,Spouse
493,IndCampus,Sojourn Midtown
493,IndLimitAccessUser,1
493,IndFamPosition,Other
20210,MembershipDate,2014-10-30T00:00:00.0000000
20210,IndCampus,Sojourn East
20241,MembershipDate,2014-10-30T00:00:00.0000000
20241,IndCampus,Sojourn East
494,IndCampus,Sojourn Midtown
494,IndLimitAccessUser,1
494,IndFamPosition,Primary Contact
20223,MembershipDate,2016-03-20T00:00:00.0000000
20223,IndCampus,Sojourn East
20225,MembershipDate,2014-11-30T00:00:00.0000000
20225,IndCampus,Sojourn Midtown
20233,MembershipDate,2014-10-26T00:00:00.0000000
20233,IndCampus,Sojourn East
20233,IndLimitAccessUser,1
20233,IndFamPosition,Primary Contact
22548,MembershipDate,2014-10-26T00:00:00.0000000
22548,IndCampus,Sojourn East
495,IndCampus,Sojourn Midtown
495,IndLimitAccessUser,1
495,IndFamPosition,Primary Contact
496,IndCampus,Sojourn Midtown
496,IndLimitAccessUser,1
496,IndFamPosition,Primary Contact
20255,MembershipDate,2014-11-23T00:00:00.0000000
20255,IndCampus,Sojourn Midtown
20259,MembershipDate,2015-02-25T00:00:00.0000000
20259,IndCampus,Sojourn East
20014,MembershipDate,2015-02-25T00:00:00.0000000
20014,IndCampus,Sojourn East
20263,MembershipDate,2016-02-21T00:00:00.0000000
20263,IndCampus,Sojourn Midtown
497,IndCampus,Sojourn Midtown
497,IndLimitAccessUser,1
497,IndFamPosition,Primary Contact
20268,MembershipDate,2015-03-08T00:00:00.0000000
20268,IndCampus,Sojourn Midtown
20268,IndFamPosition,Primary Contact
6754,MembershipDate,2015-03-08T00:00:00.0000000
6754,IndCampus,Sojourn Midtown
6754,IndFamPosition,Spouse
6755,IndCampus,Sojourn Midtown
6755,IndFamPosition,Child
498,IndCampus,Sojourn Midtown
498,IndLimitAccessUser,1
498,IndFamPosition,Primary Contact
20282,MembershipDate,2014-11-23T00:00:00.0000000
20282,IndCampus,Sojourn Midtown
20290,IndCampus,Sojourn J-town
20290,IndFamPosition,Primary Contact
13257,IndCampus,Sojourn J-town
13257,IndFamPosition,Child
13258,IndCampus,Sojourn J-town
13258,IndFamPosition,Child
20293,MembershipDate,2014-11-02T00:00:00.0000000
20293,IndCampus,Sojourn J-town
20294,MembershipDate,2014-11-02T00:00:00.0000000
20294,IndCampus,Sojourn J-town
499,IndCampus,Sojourn Midtown
499,IndLimitAccessUser,1
499,IndFamPosition,Primary Contact
20296,MembershipDate,2017-04-09T00:00:00.0000000
20296,IndCampus,Sojourn Midtown
29090,MembershipDate,2017-04-09T00:00:00.0000000
29090,IndCampus,Sojourn Midtown
20299,MembershipDate,2017-01-08T00:00:00.0000000
20299,IndCampus,Sojourn Midtown
20299,IndLimitAccessUser,1
20299,IndFamPosition,Primary Contact
28063,MembershipDate,2017-01-08T00:00:00.0000000
28063,IndCampus,Sojourn Midtown
20303,MembershipDate,2012-04-16T00:00:00.0000000
20303,IndCampus,Sojourn Midtown
20303,IndBaptized,Baptized
20303,IndFamPosition,Primary Contact
20303,IndAnniversary,1977-05-28T00:00:00.0000000
13445,MembershipDate,2012-04-16T00:00:00.0000000
13445,IndCampus,Sojourn Midtown
13445,IndBaptized,Baptized
13445,IndFamPosition,Spouse
13445,IndAnniversary,1977-05-28T00:00:00.0000000
500,IndCampus,Sojourn New Albany
500,IndLimitAccessUser,1
500,IndFamPosition,Primary Contact
20321,MembershipDate,2015-09-02T00:00:00.0000000
20321,IndCampus,Sojourn East
24575,MembershipDate,2015-09-03T00:00:00.0000000
24575,IndCampus,Sojourn East
20324,MembershipDate,2014-10-12T00:00:00.0000000
20324,IndCampus,Sojourn Midtown
10205,MembershipDate,2014-10-12T00:00:00.0000000
10205,IndCampus,Sojourn Midtown
10205,IndFamPosition,Primary Contact
501,IndCampus,Sojourn J-town
501,IndLimitAccessUser,1
501,IndFamPosition,Primary Contact
502,IndCampus,Sojourn Midtown
502,IndLimitAccessUser,1
502,IndFamPosition,Primary Contact
20343,MembershipDate,2015-05-05T00:00:00.0000000
20343,IndCampus,Sojourn Midtown
3021,MembershipDate,2008-11-12T00:00:00.0000000
3021,IndCampus,Sojourn Midtown
3021,IndBaptized,Baptized
3021,IndLimitAccessUser,1
3021,IndFamPosition,Primary Contact
503,MembershipDate,2013-09-29T00:00:00.0000000
503,IndCampus,Sojourn Midtown
503,IndBaptized,Baptized
503,IndLimitAccessUser,1
503,IndFamPosition,Primary Contact
20349,MembershipDate,2015-01-11T00:00:00.0000000
20349,IndCampus,Sojourn Midtown
20363,MembershipDate,2015-01-11T00:00:00.0000000
20363,IndCampus,Sojourn Midtown
20352,MembershipDate,2015-02-08T00:00:00.0000000
20352,IndCampus,Sojourn East
20354,MembershipDate,2014-07-02T00:00:00.0000000
20354,IndCampus,Sojourn Midtown
20358,MembershipDate,2014-10-19T00:00:00.0000000
20358,IndCampus,Sojourn East
504,MembershipDate,2015-05-20T00:00:00.0000000
504,IndCampus,Sojourn East
504,IndLimitAccessUser,1
504,IndFamPosition,Primary Contact
20369,MembershipDate,2014-11-05T00:00:00.0000000
20369,IndCampus,Sojourn New Albany
20338,IndCampus,Sojourn New Albany
20370,MembershipDate,2014-12-14T00:00:00.0000000
20370,IndCampus,Sojourn Midtown
505,IndCampus,Sojourn Midtown
505,IndLimitAccessUser,1
505,IndFamPosition,Primary Contact
20382,MembershipDate,2014-11-30T00:00:00.0000000
20382,IndCampus,Sojourn Midtown
21493,IndCampus,Sojourn Midtown
21493,IndLimitAccessUser,1
21493,IndFamPosition,Child
1931,IndCampus,Sojourn Midtown
1931,IndLimitAccessUser,1
1931,IndFamPosition,Child
20384,MembershipDate,2014-07-16T00:00:00.0000000
20384,IndCampus,Sojourn J-town
8807,MembershipDate,2014-10-06T00:00:00.0000000
8807,IndCampus,Sojourn J-town
8807,IndFamPosition,Primary Contact
506,IndCampus,Sojourn Midtown
506,IndLimitAccessUser,1
506,IndFamPosition,Primary Contact
20390,MembershipDate,2014-05-12T00:00:00.0000000
20390,IndCampus,Sojourn Midtown
20392,MembershipDate,2015-09-06T00:00:00.0000000
20392,IndCampus,Sojourn Midtown
20392,IndFamPosition,Primary Contact
12623,MembershipDate,2015-09-06T00:00:00.0000000
12623,IndCampus,Sojourn Midtown
12623,IndFamPosition,Spouse
11162,IndCampus,Sojourn Midtown
11162,IndFamPosition,Primary Contact
11163,IndAllergies,peanuts
11163,IndCampus,Sojourn Midtown
11163,IndLimitAccessUser,1
11163,IndFamPosition,Child
20394,MembershipDate,2014-09-07T00:00:00.0000000
20394,IndCampus,Sojourn New Albany
507,IndCampus,Sojourn Midtown
507,IndLimitAccessUser,1
507,IndFamPosition,Primary Contact
20395,MembershipDate,2011-07-28T00:00:00.0000000
20395,IndCampus,Sojourn Midtown
20395,IndBaptized,Baptized
20395,IndFamPosition,Primary Contact
508,IndCampus,Sojourn Midtown
508,IndLimitAccessUser,1
508,IndFamPosition,Primary Contact
20406,MembershipDate,2014-10-21T00:00:00.0000000
20406,IndCampus,Sojourn J-town
20410,MembershipDate,2014-11-08T00:00:00.0000000
20410,IndCampus,Sojourn East
20467,MembershipDate,2014-11-08T00:00:00.0000000
20467,IndCampus,Sojourn East
20415,IndCampus,Sojourn J-town
20415,IndLimitAccessUser,1
20415,IndFamPosition,Primary Contact
509,IndCampus,Sojourn Midtown
509,IndLimitAccessUser,1
509,IndFamPosition,Primary Contact
513,IndCampus,Sojourn Midtown
513,IndFamPosition,Child
20425,MembershipDate,2016-01-13T00:00:00.0000000
20425,IndCampus,Sojourn Midtown
20712,MembershipDate,2016-01-13T00:00:00.0000000
20712,IndCampus,Sojourn Midtown
510,IndCampus,Sojourn Midtown
510,IndFamPosition,Primary Contact
20438,MembershipDate,2014-06-08T00:00:00.0000000
20438,IndCampus,Sojourn Midtown
511,IndCampus,Sojourn Midtown
511,IndLimitAccessUser,1
511,IndFamPosition,Primary Contact
15578,IndCampus,Sojourn Midtown
15578,IndLimitAccessUser,1
15578,IndFamPosition,Primary Contact
20447,IndCampus,Sojourn Midtown
20447,IndFamPosition,Primary Contact
20449,MembershipDate,2016-02-28T00:00:00.0000000
20449,IndCampus,Sojourn J-town
19931,MembershipDate,2016-02-28T00:00:00.0000000
19931,IndCampus,Sojourn J-town
512,IndCampus,Sojourn Midtown
512,IndLimitAccessUser,1
512,IndFamPosition,Primary Contact
20462,MembershipDate,2014-11-23T00:00:00.0000000
20462,IndCampus,Sojourn Midtown
514,IndCampus,Sojourn Midtown
514,IndLimitAccessUser,1
514,IndFamPosition,Primary Contact
515,IndCampus,Sojourn Midtown
515,IndLimitAccessUser,1
515,IndFamPosition,Primary Contact
20480,MembershipDate,2014-11-11T00:00:00.0000000
20480,IndCampus,Sojourn New Albany
23002,MembershipDate,2014-11-11T00:00:00.0000000
23002,IndCampus,Sojourn New Albany
20484,IndCampus,Sojourn Midtown
20484,IndFamPosition,Primary Contact
516,IndCampus,Sojourn Midtown
516,IndLimitAccessUser,1
516,IndFamPosition,Primary Contact
20497,MembershipDate,2014-09-16T00:00:00.0000000
20497,IndCampus,Sojourn Midtown
517,IndCampus,Sojourn Midtown
517,IndLimitAccessUser,1
517,IndFamPosition,Primary Contact
518,IndCampus,Sojourn Midtown
518,IndLimitAccessUser,1
518,IndFamPosition,Primary Contact
20524,MembershipDate,2015-05-13T00:00:00.0000000
20524,IndCampus,Sojourn East
519,IndCampus,Sojourn Midtown
519,IndLimitAccessUser,1
519,IndFamPosition,Primary Contact
20530,MembershipDate,2015-09-16T00:00:00.0000000
20530,IndCampus,Sojourn New Albany
520,IndCampus,Sojourn Midtown
520,IndLimitAccessUser,1
520,IndFamPosition,Primary Contact
20546,MembershipDate,2015-01-28T00:00:00.0000000
20546,IndCampus,Sojourn East
21206,MembershipDate,2015-01-28T00:00:00.0000000
21206,IndCampus,Sojourn East
522,IndCampus,Sojourn Midtown
522,IndLimitAccessUser,1
522,IndFamPosition,Primary Contact
20555,MembershipDate,2014-10-12T00:00:00.0000000
20555,IndCampus,Sojourn East
523,IndCampus,Sojourn Midtown
523,IndLimitAccessUser,1
523,IndFamPosition,Primary Contact
20561,MembershipDate,2015-02-02T00:00:00.0000000
20561,IndCampus,Sojourn East
20564,MembershipDate,2015-01-19T00:00:00.0000000
20564,IndCampus,Sojourn J-town
22619,IndCampus,Sojourn J-town
23740,IndCampus,Sojourn Midtown
20565,MembershipDate,2015-06-09T00:00:00.0000000
20565,IndCampus,Sojourn Midtown
524,IndCampus,Sojourn East
524,IndLimitAccessUser,1
524,IndFamPosition,Primary Contact
20572,MembershipDate,2014-11-16T00:00:00.0000000
20572,IndCampus,Sojourn Midtown
525,IndCampus,Sojourn East
525,IndLimitAccessUser,1
525,IndFamPosition,Primary Contact
20581,MembershipDate,2014-10-07T00:00:00.0000000
20581,IndCampus,Sojourn J-town
526,IndCampus,Sojourn East
526,IndLimitAccessUser,1
526,IndFamPosition,Primary Contact
527,IndCampus,Sojourn East
527,IndLimitAccessUser,1
527,IndFamPosition,Child
528,IndCampus,Sojourn East
528,IndLimitAccessUser,1
528,IndFamPosition,Child
21755,MembershipDate,2014-07-06T00:00:00.0000000
21755,IndCampus,Sojourn J-town
20596,MembershipDate,2014-07-06T00:00:00.0000000
20596,IndCampus,Sojourn J-town
20598,MembershipDate,2014-11-16T00:00:00.0000000
20598,IndCampus,Sojourn Midtown
529,MembershipDate,2014-07-10T00:00:00.0000000
529,IndCampus,Sojourn J-town
529,IndLimitAccessUser,1
529,IndFamPosition,Primary Contact
530,MembershipDate,2014-07-10T00:00:00.0000000
530,IndCampus,Sojourn J-town
530,IndLimitAccessUser,1
530,IndFamPosition,Primary Contact
531,IndCampus,Sojourn Midtown
531,IndLimitAccessUser,1
531,IndFamPosition,Primary Contact
532,MembershipDate,2013-06-11T00:00:00.0000000
532,IndCampus,Sojourn Midtown
532,IndBaptized,Baptized
532,IndLimitAccessUser,1
532,IndFamPosition,Primary Contact
20632,MembershipDate,2014-12-16T00:00:00.0000000
20632,IndCampus,Sojourn J-town
22618,MembershipDate,2014-12-16T00:00:00.0000000
22618,IndCampus,Sojourn J-town
20633,MembershipDate,2016-09-15T00:00:00.0000000
20633,IndCampus,Sojourn New Albany
17445,MembershipDate,2013-06-20T00:00:00.0000000
17445,IndCampus,Sojourn New Albany
17445,IndBaptized,Baptized
17445,IndLimitAccessUser,1
17445,IndFamPosition,Primary Contact
534,MembershipDate,2013-05-22T00:00:00.0000000
534,IndCampus,Sojourn New Albany
534,IndBaptized,Baptized
534,IndLimitAccessUser,1
534,IndFamPosition,Primary Contact
534,IndAnniversary,2012-11-24T00:00:00.0000000
536,MembershipDate,2013-05-22T00:00:00.0000000
536,IndCampus,Sojourn New Albany
536,IndBaptized,Baptized
536,IndLimitAccessUser,1
536,IndFamPosition,Spouse
536,IndAnniversary,2012-11-24T00:00:00.0000000
535,IndCampus,Sojourn Midtown
535,IndLimitAccessUser,1
535,IndFamPosition,Primary Contact
537,IndCampus,Sojourn East
537,IndLimitAccessUser,1
537,IndFamPosition,Primary Contact
538,IndCampus,Sojourn East
538,IndLimitAccessUser,1
538,IndFamPosition,Child
20677,MembershipDate,2016-05-01T00:00:00.0000000
20677,IndCampus,Sojourn Midtown
539,IndCampus,Sojourn J-town
539,IndLimitAccessUser,1
539,IndFamPosition,Primary Contact
540,IndCampus,Sojourn J-town
540,IndLimitAccessUser,1
540,IndFamPosition,Spouse
541,IndCampus,Sojourn J-town
541,IndLimitAccessUser,1
541,IndFamPosition,Child
20689,MembershipDate,2014-02-15T00:00:00.0000000
20689,IndCampus,Sojourn East
1623,MembershipDate,2014-02-15T00:00:00.0000000
1623,IndCampus,Sojourn East
1623,IndLimitAccessUser,1
1623,IndFamPosition,Primary Contact
542,IndCampus,Sojourn East
542,IndLimitAccessUser,1
542,IndFamPosition,Primary Contact
543,IndCampus,Sojourn East
543,IndLimitAccessUser,1
543,IndFamPosition,Spouse
544,IndCampus,Sojourn East
544,IndLimitAccessUser,1
544,IndFamPosition,Child
545,IndCampus,Sojourn East
545,IndLimitAccessUser,1
545,IndFamPosition,Child
546,IndCampus,Sojourn East
546,IndLimitAccessUser,1
546,IndFamPosition,Child
547,IndCampus,Sojourn East
547,IndLimitAccessUser,1
547,IndFamPosition,Child
20713,MembershipDate,2015-02-02T00:00:00.0000000
20713,IndCampus,Sojourn East
548,IndAllergies,no goldfish
548,IndCampus,Sojourn Midtown
548,IndLimitAccessUser,1
548,IndFamPosition,Primary Contact
20728,MembershipDate,2014-11-23T00:00:00.0000000
20728,IndCampus,Sojourn Midtown
1800,MembershipDate,2013-10-18T00:00:00.0000000
1800,IndCampus,Sojourn Midtown
1800,IndBaptized,Baptized
1800,IndLimitAccessUser,1
1800,IndFamPosition,Primary Contact
20733,MembershipDate,2014-10-16T00:00:00.0000000
20733,IndCampus,Sojourn East
22680,MembershipDate,2014-10-16T00:00:00.0000000
22680,IndCampus,Sojourn East
549,IndCampus,Sojourn Midtown
549,IndLimitAccessUser,1
549,IndFamPosition,Primary Contact
550,IndCampus,Sojourn Midtown
550,IndLimitAccessUser,1
550,IndFamPosition,Spouse
551,IndCampus,Sojourn Midtown
551,IndLimitAccessUser,1
551,IndFamPosition,Child
552,IndCampus,Sojourn Midtown
552,IndLimitAccessUser,1
552,IndFamPosition,Child
20741,IndCampus,Sojourn Midtown
20498,IndCampus,Sojourn Midtown
553,IndCampus,Sojourn J-town
553,IndLimitAccessUser,1
553,IndFamPosition,Primary Contact
554,IndCampus,Sojourn J-town
554,IndLimitAccessUser,1
554,IndFamPosition,Spouse
555,IndCampus,Sojourn J-town
555,IndLimitAccessUser,1
555,IndFamPosition,Child
556,IndCampus,Sojourn J-town
556,IndLimitAccessUser,1
556,IndFamPosition,Child
20751,MembershipDate,2015-03-01T00:00:00.0000000
20751,IndCampus,Sojourn Midtown
21165,MembershipDate,2015-03-01T00:00:00.0000000
21165,IndCampus,Sojourn Midtown
558,MembershipDate,2015-01-06T00:00:00.0000000
558,IndCampus,Sojourn J-town
558,IndLimitAccessUser,1
558,IndFamPosition,Spouse
557,MembershipDate,2015-01-06T00:00:00.0000000
557,IndCampus,Sojourn J-town
557,IndLimitAccessUser,1
557,IndFamPosition,Primary Contact
559,IndCampus,Sojourn J-town
559,IndLimitAccessUser,1
559,IndFamPosition,Child
560,IndCampus,Sojourn J-town
560,IndLimitAccessUser,1
560,IndFamPosition,Child
561,IndCampus,Sojourn J-town
561,IndLimitAccessUser,1
561,IndFamPosition,Child
20788,MembershipDate,2015-03-01T00:00:00.0000000
20788,IndCampus,Sojourn Midtown
562,IndCampus,Sojourn East
562,IndLimitAccessUser,1
562,IndFamPosition,Primary Contact
563,IndCampus,Sojourn East
563,IndLimitAccessUser,1
563,IndFamPosition,Child
20802,MembershipDate,2016-02-05T00:00:00.0000000
20802,IndCampus,Sojourn Midtown
22686,MembershipDate,2015-02-28T00:00:00.0000000
22686,IndCampus,Sojourn East
564,MembershipDate,2015-02-28T00:00:00.0000000
564,IndCampus,Sojourn East
564,IndLimitAccessUser,1
564,IndFamPosition,Primary Contact
565,IndCampus,Sojourn Midtown
565,IndLimitAccessUser,1
565,IndFamPosition,Child
20813,MembershipDate,2015-07-19T00:00:00.0000000
20813,IndCampus,Sojourn Midtown
20816,MembershipDate,2014-09-03T00:00:00.0000000
20816,IndCampus,Sojourn Midtown
2427,MembershipDate,2014-09-03T00:00:00.0000000
2427,IndCampus,Sojourn Midtown
2427,IndLimitAccessUser,1
2427,IndFamPosition,Primary Contact
20820,MembershipDate,2016-05-22T00:00:00.0000000
20820,IndCampus,Sojourn Midtown
567,IndCampus,Sojourn New Albany
567,IndLimitAccessUser,1
567,IndFamPosition,Primary Contact
569,IndAllergies,MUST HAVE STICKER FO
569,IndCampus,Sojourn New Albany
569,IndLimitAccessUser,1
569,IndFamPosition,Child
570,IndCampus,Sojourn New Albany
570,IndLimitAccessUser,1
570,IndFamPosition,Other
568,IndCampus,Sojourn Midtown
568,IndLimitAccessUser,1
568,IndFamPosition,Primary Contact
572,IndCampus,Sojourn Midtown
572,IndLimitAccessUser,1
572,IndFamPosition,Spouse
20877,MembershipDate,2014-11-15T00:00:00.0000000
20877,IndCampus,Sojourn Midtown
571,IndCampus,Sojourn East
571,IndLimitAccessUser,1
571,IndFamPosition,Primary Contact
573,IndCampus,Sojourn East
573,IndLimitAccessUser,1
573,IndFamPosition,Spouse
574,IndCampus,Sojourn East
574,IndLimitAccessUser,1
574,IndFamPosition,Child
575,IndCampus,Sojourn East
575,IndLimitAccessUser,1
575,IndFamPosition,Child
576,IndCampus,Sojourn East
576,IndLimitAccessUser,1
576,IndFamPosition,Child
577,MembershipDate,2013-10-18T00:00:00.0000000
577,IndAllergies,No food unless appro
577,IndCampus,Sojourn New Albany
577,IndBaptized,Baptized
577,IndLimitAccessUser,1
577,IndFamPosition,Primary Contact
577,IndAnniversary,2002-06-29T00:00:00.0000000
578,MembershipDate,2013-10-18T00:00:00.0000000
578,IndCampus,Sojourn New Albany
578,IndBaptized,Baptized
578,IndLimitAccessUser,1
578,IndFamPosition,Spouse
578,IndAnniversary,2002-06-29T00:00:00.0000000
579,IndCampus,Sojourn New Albany
579,IndLimitAccessUser,1
579,IndFamPosition,Child
26192,MembershipDate,2016-02-28T00:00:00.0000000
26192,IndCampus,Sojourn New Albany
20960,MembershipDate,2016-02-28T00:00:00.0000000
20960,IndCampus,Sojourn New Albany
580,IndCampus,Sojourn Midtown
580,IndLimitAccessUser,1
580,IndFamPosition,Primary Contact
581,IndCampus,Sojourn Midtown
581,IndLimitAccessUser,1
581,IndFamPosition,Child
20977,MembershipDate,2015-03-08T00:00:00.0000000
20977,IndCampus,Sojourn Midtown
20980,MembershipDate,2015-08-04T00:00:00.0000000
20980,IndCampus,Sojourn Midtown
582,IndCampus,Sojourn Midtown
582,IndLimitAccessUser,1
582,IndFamPosition,Primary Contact
583,IndAllergies,cats
583,IndCampus,Sojourn Midtown
583,IndLimitAccessUser,1
583,IndFamPosition,Child
584,IndCampus,Sojourn Midtown
584,IndLimitAccessUser,1
584,IndFamPosition,Child
20995,MembershipDate,2015-01-28T00:00:00.0000000
20995,IndCampus,Sojourn East
19357,MembershipDate,2015-01-28T00:00:00.0000000
19357,IndCampus,Sojourn East
19357,IndLimitAccessUser,1
19357,IndFamPosition,Primary Contact
585,IndCampus,Sojourn Midtown
585,IndLimitAccessUser,1
585,IndFamPosition,Primary Contact
586,IndCampus,Sojourn Midtown
586,IndLimitAccessUser,1
586,IndFamPosition,Spouse
587,IndCampus,Sojourn Midtown
587,IndLimitAccessUser,1
587,IndFamPosition,Child
588,IndCampus,Sojourn Midtown
588,IndLimitAccessUser,1
588,IndFamPosition,Child
589,IndAllergies,Big Brother
589,IndCampus,Sojourn Midtown
589,IndLimitAccessUser,1
589,IndFamPosition,Primary Contact
590,IndAllergies,NA
590,IndCampus,Sojourn Midtown
590,IndLimitAccessUser,1
590,IndFamPosition,Child
591,IndAllergies,Mother
591,IndCampus,Sojourn Midtown
591,IndLimitAccessUser,1
591,IndFamPosition,Other
21025,MembershipDate,2014-03-31T00:00:00.0000000
21025,IndCampus,Sojourn East
592,IndCampus,Sojourn Midtown
592,IndLimitAccessUser,1
592,IndFamPosition,Primary Contact
21480,MembershipDate,2014-11-30T00:00:00.0000000
21480,IndCampus,Sojourn J-town
21059,MembershipDate,2014-09-29T00:00:00.0000000
21059,IndCampus,Sojourn J-town
21075,MembershipDate,2015-11-08T00:00:00.0000000
21075,IndCampus,Sojourn East
24623,MembershipDate,2015-11-08T00:00:00.0000000
24623,IndCampus,Sojourn East
593,IndCampus,Sojourn Midtown
593,IndLimitAccessUser,1
593,IndFamPosition,Primary Contact
21107,IndCampus,Sojourn J-town
21107,IndLimitAccessUser,1
21107,IndFamPosition,Primary Contact
17414,IndCampus,Sojourn J-town
17414,IndLimitAccessUser,1
17414,IndFamPosition,Spouse
21934,IndCampus,Sojourn J-town
21934,IndLimitAccessUser,1
21934,IndFamPosition,Child
17416,IndAllergies,Relation: Grandmothe
17416,IndCampus,Sojourn J-town
17416,IndLimitAccessUser,1
17416,IndFamPosition,Other
594,IndCampus,Sojourn Midtown
594,IndLimitAccessUser,1
594,IndFamPosition,Primary Contact
595,IndCampus,Sojourn East
595,IndLimitAccessUser,1
595,IndFamPosition,Primary Contact
596,IndCampus,Sojourn Midtown
596,IndHowtheyheard,Friend
596,IndLimitAccessUser,1
596,IndFamPosition,Primary Contact
597,IndCampus,Sojourn Midtown
597,IndLimitAccessUser,1
597,IndFamPosition,Primary Contact
21153,MembershipDate,2014-11-15T00:00:00.0000000
21153,IndCampus,Sojourn Midtown
598,IndCampus,Sojourn Midtown
598,IndLimitAccessUser,1
598,IndFamPosition,Primary Contact
599,IndCampus,Sojourn Midtown
599,IndLimitAccessUser,1
599,IndFamPosition,Primary Contact
600,IndCampus,Sojourn Midtown
600,IndLimitAccessUser,1
600,IndFamPosition,Primary Contact
21175,MembershipDate,2015-06-07T00:00:00.0000000
21175,IndCampus,Sojourn Midtown
21173,MembershipDate,2015-06-07T00:00:00.0000000
21173,IndCampus,Sojourn Midtown
21177,MembershipDate,2014-12-05T00:00:00.0000000
21177,IndCampus,Sojourn Midtown
601,IndCampus,Sojourn Midtown
601,IndLimitAccessUser,1
601,IndFamPosition,Primary Contact
21752,MembershipDate,2014-10-09T00:00:00.0000000
21752,IndCampus,Sojourn Midtown
21752,IndFamPosition,Primary Contact
21188,MembershipDate,2014-10-09T00:00:00.0000000
21188,IndCampus,Sojourn East
21188,IndStaff,Staff
21191,MembershipDate,2015-09-03T00:00:00.0000000
21191,IndCampus,Sojourn East
1622,MembershipDate,2015-09-03T00:00:00.0000000
1622,IndCampus,Sojourn East
1622,IndLimitAccessUser,1
1622,IndFamPosition,Primary Contact
21192,MembershipDate,2015-03-08T00:00:00.0000000
21192,IndCampus,Sojourn Midtown
21525,MembershipDate,2015-03-08T00:00:00.0000000
21525,IndCampus,Sojourn Midtown
602,IndCampus,Sojourn Midtown
602,IndLimitAccessUser,1
602,IndFamPosition,Primary Contact
21198,MembershipDate,2015-01-20T00:00:00.0000000
21198,IndCampus,Sojourn Midtown
21201,MembershipDate,2011-04-28T00:00:00.0000000
21201,IndCampus,Sojourn East
21201,IndBaptized,Baptized
21201,IndFamPosition,Primary Contact
21201,IndAnniversary,2009-01-03T00:00:00.0000000
10926,MembershipDate,2011-04-28T00:00:00.0000000
10926,IndCampus,Sojourn East
10926,IndBaptized,Baptized
10926,IndFamPosition,Spouse
10926,IndAnniversary,2009-01-03T00:00:00.0000000
10927,IndCampus,Sojourn East
10927,IndLimitAccessUser,1
10927,IndFamPosition,Child
19785,IndCampus,Sojourn East
19785,IndLimitAccessUser,1
19785,IndFamPosition,Child
21207,MembershipDate,2015-05-01T00:00:00.0000000
21207,IndCampus,Sojourn East
603,IndCampus,Sojourn Midtown
603,IndLimitAccessUser,1
603,IndFamPosition,Primary Contact
604,IndCampus,Sojourn Midtown
604,IndLimitAccessUser,1
604,IndFamPosition,Primary Contact
605,IndCampus,Sojourn Midtown
605,IndLimitAccessUser,1
605,IndFamPosition,Primary Contact
606,IndCampus,Sojourn Midtown
606,IndLimitAccessUser,1
606,IndFamPosition,Primary Contact
21299,MembershipDate,2014-11-10T00:00:00.0000000
21299,IndCampus,Sojourn East
607,IndCampus,Sojourn Midtown
607,IndLimitAccessUser,1
607,IndFamPosition,Primary Contact
21313,IndCampus,Sojourn Midtown
21315,MembershipDate,2014-11-23T00:00:00.0000000
21315,IndCampus,Sojourn Midtown
608,IndCampus,Sojourn Midtown
608,IndLimitAccessUser,1
608,IndFamPosition,Primary Contact
609,IndCampus,Sojourn New Albany
609,IndLimitAccessUser,1
609,IndFamPosition,Primary Contact
21329,MembershipDate,2014-10-22T00:00:00.0000000
21329,IndCampus,Sojourn Midtown
20335,MembershipDate,2014-10-22T00:00:00.0000000
20335,IndCampus,Sojourn Midtown
21335,MembershipDate,2015-03-01T00:00:00.0000000
21335,IndCampus,Sojourn Midtown
21336,MembershipDate,2015-05-12T00:00:00.0000000
21336,IndCampus,Sojourn Midtown
610,IndCampus,Sojourn Midtown
610,IndLimitAccessUser,1
610,IndFamPosition,Primary Contact
21338,MembershipDate,2014-10-24T00:00:00.0000000
