7/27/2017 9:05:14 AM,Application Started Successfully
7/27/2017 10:33:02 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 10:36:26 AM,Application Starting...
7/27/2017 10:36:38 AM,Application Started Successfully
7/27/2017 10:57:27 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 11:18:19 AM,Application Starting...
7/27/2017 11:18:31 AM,Application Started Successfully
7/27/2017 11:49:20 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 12:09:56 PM,Application Starting...
7/27/2017 12:10:08 PM,Application Started Successfully
7/27/2017 1:13:57 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 2:44:40 PM,Application Starting...
7/27/2017 2:44:52 PM,Application Started Successfully
7/27/2017 3:05:41 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 3:15:54 PM,Application Starting...
7/27/2017 3:16:06 PM,Application Started Successfully
7/27/2017 3:36:54 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 4:46:08 PM,Application Starting...
7/27/2017 4:46:20 PM,Application Started Successfully
7/27/2017 5:15:09 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 6:34:37 PM,Application Starting...
7/27/2017 6:34:49 PM,Application Started Successfully
7/27/2017 6:55:37 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 6:58:47 PM,Application Starting...
7/27/2017 6:58:59 PM,Application Started Successfully
7/27/2017 7:27:48 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 8:23:31 PM,Application Starting...
7/27/2017 8:23:42 PM,Application Started Successfully
7/27/2017 8:44:31 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 9:15:44 PM,Application Starting...
7/27/2017 9:15:56 PM,Application Started Successfully
7/27/2017 9:39:45 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/27/2017 10:06:15 PM,Application Starting...
7/27/2017 10:06:27 PM,Application Started Successfully
7/27/2017 10:46:15 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 12:06:55 AM,Application Starting...
7/28/2017 12:07:07 AM,Application Started Successfully
7/28/2017 12:27:56 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 12:34:18 AM,Application Starting...
7/28/2017 12:34:29 AM,Application Started Successfully
7/28/2017 1:04:18 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 1:43:41 AM,Application Starting...
7/28/2017 1:43:53 AM,Application Started Successfully
7/28/2017 2:04:41 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 3:57:04 AM,Application Starting...
7/28/2017 3:57:16 AM,Application Started Successfully
7/28/2017 4:18:05 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 5:12:26 AM,Application Starting...
7/28/2017 5:12:38 AM,Application Started Successfully
7/28/2017 5:33:27 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 6:20:46 AM,Application Starting...
7/28/2017 6:20:58 AM,Application Started Successfully
7/28/2017 6:41:46 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 8:00:34 AM,Application Starting...
7/28/2017 8:00:46 AM,Application Started Successfully
7/28/2017 8:21:35 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 9:05:14 AM,Application Starting...
7/28/2017 9:05:26 AM,Application Started Successfully
7/28/2017 9:35:15 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 9:36:57 AM,Application Starting...
7/28/2017 9:37:09 AM,Application Started Successfully
7/28/2017 11:08:07 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 11:17:33 AM,Application Starting...
7/28/2017 11:17:46 AM,Application Started Successfully
7/28/2017 12:34:34 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 12:35:33 PM,Application Starting...
7/28/2017 12:35:46 PM,Application Started Successfully
7/28/2017 1:21:34 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 1:25:10 PM,Application Starting...
7/28/2017 1:25:23 PM,Application Started Successfully
7/28/2017 3:55:11 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 5:52:32 PM,Application Starting...
7/28/2017 5:52:45 PM,Application Started Successfully
7/28/2017 6:17:33 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 6:54:23 PM,Application Starting...
7/28/2017 6:54:35 PM,Application Started Successfully
7/28/2017 7:25:24 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/28/2017 11:41:08 PM,Application Starting...
7/28/2017 11:41:20 PM,Application Started Successfully
7/29/2017 12:08:08 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 12:13:35 AM,Application Starting...
7/29/2017 12:13:47 AM,Application Started Successfully
7/29/2017 12:34:36 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 2:19:40 AM,Application Starting...
7/29/2017 2:19:52 AM,Application Started Successfully
7/29/2017 2:40:40 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 3:58:26 AM,Application Starting...
7/29/2017 3:58:38 AM,Application Started Successfully
7/29/2017 4:19:27 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 4:49:01 AM,Application Starting...
7/29/2017 4:49:13 AM,Application Started Successfully
7/29/2017 5:10:02 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 6:14:53 AM,Application Starting...
7/29/2017 6:15:05 AM,Application Started Successfully
7/29/2017 6:35:54 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 12:13:27 PM,Application Starting...
7/29/2017 12:13:39 PM,Application Started Successfully
7/29/2017 12:34:28 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 12:53:16 PM,Application Starting...
7/29/2017 12:53:28 PM,Application Started Successfully
7/29/2017 1:14:16 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 1:43:59 PM,Application Starting...
7/29/2017 1:44:12 PM,Application Started Successfully
7/29/2017 2:05:00 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 2:13:35 PM,Application Starting...
7/29/2017 2:13:47 PM,Application Started Successfully
7/29/2017 2:34:36 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 2:46:55 PM,Application Starting...
7/29/2017 2:47:07 PM,Application Started Successfully
7/29/2017 3:07:56 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 3:09:10 PM,Application Starting...
7/29/2017 3:09:22 PM,Application Started Successfully
7/29/2017 3:30:11 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 6:08:27 PM,Application Starting...
7/29/2017 6:08:39 PM,Application Started Successfully
7/29/2017 6:29:28 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 7:55:41 PM,Application Starting...
7/29/2017 7:55:53 PM,Application Started Successfully
7/29/2017 8:16:42 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/29/2017 8:34:02 PM,Application Starting...
7/29/2017 8:34:14 PM,Application Started Successfully
7/29/2017 8:55:02 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 12:55:50 AM,Application Starting...
7/30/2017 12:56:02 AM,Application Started Successfully
7/30/2017 1:16:51 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 2:26:52 AM,Application Starting...
7/30/2017 2:27:04 AM,Application Started Successfully
7/30/2017 3:07:53 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 3:55:03 AM,Application Starting...
7/30/2017 3:55:15 AM,Application Started Successfully
7/30/2017 4:16:04 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 4:18:35 AM,Application Starting...
7/30/2017 4:18:47 AM,Application Started Successfully
7/30/2017 4:39:35 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 4:57:49 AM,Application Starting...
7/30/2017 4:58:01 AM,Application Started Successfully
7/30/2017 5:18:50 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 7:41:13 AM,Application Starting...
7/30/2017 7:41:25 AM,Application Started Successfully
7/30/2017 8:02:13 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 9:04:42 AM,Application Starting...
7/30/2017 9:04:54 AM,Application Started Successfully
7/30/2017 9:25:42 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 10:01:52 AM,Application Starting...
7/30/2017 10:02:04 AM,Application Started Successfully
7/30/2017 10:22:53 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 10:36:14 AM,Application Starting...
7/30/2017 10:36:26 AM,Application Started Successfully
7/30/2017 10:57:14 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 11:24:00 AM,Application Starting...
7/30/2017 11:24:12 AM,Application Started Successfully
7/30/2017 12:09:00 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 12:57:22 PM,Application Starting...
7/30/2017 12:57:34 PM,Application Started Successfully
7/30/2017 1:18:23 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 2:42:16 PM,Application Starting...
7/30/2017 2:42:28 PM,Application Started Successfully
7/30/2017 3:03:17 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 3:30:32 PM,Application Starting...
7/30/2017 3:30:44 PM,Application Started Successfully
7/30/2017 4:01:33 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 4:02:44 PM,Application Starting...
7/30/2017 4:02:56 PM,Application Started Successfully
7/30/2017 4:23:44 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 8:07:40 PM,Application Starting...
7/30/2017 8:07:52 PM,Application Started Successfully
7/30/2017 8:43:41 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/30/2017 8:46:37 PM,Application Starting...
7/30/2017 8:46:49 PM,Application Started Successfully
7/30/2017 9:07:38 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 12:41:11 AM,Application Starting...
7/31/2017 12:41:23 AM,Application Started Successfully
7/31/2017 1:04:12 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 2:00:32 AM,Application Starting...
7/31/2017 2:00:44 AM,Application Started Successfully
7/31/2017 2:21:32 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 3:59:14 AM,Application Starting...
7/31/2017 3:59:26 AM,Application Started Successfully
7/31/2017 4:20:14 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 5:43:38 AM,Application Starting...
7/31/2017 5:43:50 AM,Application Started Successfully
7/31/2017 6:04:38 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 6:35:48 AM,Application Starting...
7/31/2017 6:36:00 AM,Application Started Successfully
7/31/2017 6:56:49 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 9:35:41 AM,Application Starting...
7/31/2017 9:35:53 AM,Application Started Successfully
7/31/2017 9:57:42 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 10:01:27 AM,Application Starting...
7/31/2017 10:01:39 AM,Application Started Successfully
7/31/2017 10:22:27 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 10:51:02 AM,Application Starting...
7/31/2017 10:51:14 AM,Application Started Successfully
7/31/2017 11:12:03 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 11:55:23 AM,Application Starting...
7/31/2017 11:55:35 AM,Application Started Successfully
7/31/2017 12:16:23 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 12:33:53 PM,Application Starting...
7/31/2017 12:34:05 PM,Application Started Successfully
7/31/2017 12:54:54 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 1:27:36 PM,Application Starting...
7/31/2017 1:27:48 PM,Application Started Successfully
7/31/2017 5:33:53 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 6:05:58 PM,Application Starting...
7/31/2017 6:06:11 PM,Application Started Successfully
7/31/2017 6:26:59 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 6:30:44 PM,Application Starting...
7/31/2017 6:30:56 PM,Application Started Successfully
7/31/2017 6:59:45 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 7:31:03 PM,Application Starting...
7/31/2017 7:31:16 PM,Application Started Successfully
7/31/2017 8:01:04 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 8:29:57 PM,Application Starting...
7/31/2017 8:30:09 PM,Application Started Successfully
7/31/2017 8:50:57 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
7/31/2017 9:41:38 PM,Application Starting...
7/31/2017 9:41:51 PM,Application Started Successfully
7/31/2017 10:37:39 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 12:01:04 AM,Application Starting...
8/1/2017 12:01:16 AM,Application Started Successfully
8/1/2017 12:22:05 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 12:42:15 AM,Application Starting...
8/1/2017 12:42:27 AM,Application Started Successfully
8/1/2017 1:03:16 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 3:14:43 AM,Application Starting...
8/1/2017 3:14:55 AM,Application Started Successfully
8/1/2017 3:35:43 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 3:58:12 AM,Application Starting...
8/1/2017 3:58:24 AM,Application Started Successfully
8/1/2017 4:33:13 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 5:19:26 AM,Application Starting...
8/1/2017 5:19:38 AM,Application Started Successfully
8/1/2017 5:40:26 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 6:22:12 AM,Application Starting...
8/1/2017 6:22:24 AM,Application Started Successfully
8/1/2017 6:43:13 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 6:50:55 AM,Application Starting...
8/1/2017 6:51:07 AM,Application Started Successfully
8/1/2017 7:11:55 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 7:57:55 AM,Application Starting...
8/1/2017 7:58:07 AM,Application Started Successfully
8/1/2017 9:09:56 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 9:14:04 AM,Application Starting...
8/1/2017 9:14:16 AM,Application Started Successfully
8/1/2017 9:41:04 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 10:08:38 AM,Application Starting...
8/1/2017 10:08:50 AM,Application Started Successfully
8/1/2017 10:43:39 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 11:14:45 AM,Application Starting...
8/1/2017 11:14:57 AM,Application Started Successfully
8/1/2017 11:55:45 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 12:17:57 PM,Application Starting...
8/1/2017 12:18:09 PM,Application Started Successfully
8/1/2017 1:11:58 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 1:37:22 PM,Application Starting...
8/1/2017 1:37:35 PM,Application Started Successfully
8/1/2017 1:39:59 PM,Application Starting...
8/1/2017 1:40:11 PM,Application Started Successfully
8/1/2017 2:28:59 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 2:38:23 PM,Application Starting...
8/1/2017 2:38:35 PM,Application Started Successfully
8/1/2017 3:10:23 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 3:39:45 PM,Application Starting...
8/1/2017 3:39:57 PM,Application Started Successfully
8/1/2017 4:01:46 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 4:22:18 PM,Application Starting...
8/1/2017 4:22:30 PM,Application Started Successfully
8/1/2017 4:43:18 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 4:48:38 PM,Application Starting...
8/1/2017 4:48:50 PM,Application Started Successfully
8/1/2017 5:24:39 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 5:59:08 PM,Application Starting...
8/1/2017 5:59:20 PM,Application Started Successfully
8/1/2017 6:20:08 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 6:55:55 PM,Application Starting...
8/1/2017 6:56:07 PM,Application Started Successfully
8/1/2017 7:16:55 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 9:20:20 PM,Application Starting...
8/1/2017 9:20:32 PM,Application Started Successfully
8/1/2017 9:41:20 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 10:23:12 PM,Application Starting...
8/1/2017 10:23:24 PM,Application Started Successfully
8/1/2017 11:04:12 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 11:05:22 PM,Application Starting...
8/1/2017 11:05:34 PM,Application Started Successfully
8/1/2017 11:26:23 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/1/2017 11:47:50 PM,Application Starting...
8/1/2017 11:48:02 PM,Application Started Successfully
8/2/2017 12:08:51 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 12:09:56 AM,Application Starting...
8/2/2017 12:10:08 AM,Application Started Successfully
8/2/2017 12:30:57 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 1:56:03 AM,Application Starting...
8/2/2017 1:56:15 AM,Application Started Successfully
8/2/2017 2:17:03 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 3:12:18 AM,Application Starting...
8/2/2017 3:12:30 AM,Application Started Successfully
8/2/2017 3:33:18 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 4:49:19 AM,Application Starting...
8/2/2017 4:49:32 AM,Application Started Successfully
8/2/2017 5:30:20 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 6:04:09 AM,Application Starting...
8/2/2017 6:04:21 AM,Application Started Successfully
8/2/2017 6:25:09 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 6:33:05 AM,Application Starting...
8/2/2017 6:33:17 AM,Application Started Successfully
8/2/2017 7:14:05 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 9:23:15 AM,Application Starting...
8/2/2017 9:23:27 AM,Application Started Successfully
8/2/2017 9:45:15 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 10:02:28 AM,Application Starting...
8/2/2017 10:02:40 AM,Application Started Successfully
8/2/2017 12:14:29 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 1:25:58 PM,Application Starting...
8/2/2017 1:26:11 PM,Application Started Successfully
8/2/2017 1:54:59 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 1:56:11 PM,Application Starting...
8/2/2017 1:56:23 PM,Application Started Successfully
8/2/2017 3:25:12 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 4:46:30 PM,Application Starting...
8/2/2017 4:46:42 PM,Application Started Successfully
8/2/2017 5:07:31 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 6:11:18 PM,Application Starting...
8/2/2017 6:11:31 PM,Application Started Successfully
8/2/2017 6:39:19 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/2/2017 6:48:32 PM,Application Starting...
8/2/2017 6:48:45 PM,Application Started Successfully
8/2/2017 7:23:33 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 12:25:08 AM,Application Starting...
8/3/2017 12:25:20 AM,Application Started Successfully
8/3/2017 12:46:09 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 1:14:29 AM,Application Starting...
8/3/2017 1:14:42 AM,Application Started Successfully
8/3/2017 1:55:30 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 2:11:58 AM,Application Starting...
8/3/2017 2:12:10 AM,Application Started Successfully
8/3/2017 2:32:59 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 3:54:29 AM,Application Starting...
8/3/2017 3:54:41 AM,Application Started Successfully
8/3/2017 4:15:30 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 4:54:41 AM,Application Starting...
8/3/2017 4:54:53 AM,Application Started Successfully
8/3/2017 5:15:42 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 6:47:46 AM,Application Starting...
8/3/2017 6:47:58 AM,Application Started Successfully
8/3/2017 7:25:47 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 10:33:27 AM,Application Starting...
8/3/2017 10:33:39 AM,Application Started Successfully
8/3/2017 12:15:28 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 2:05:33 PM,Application Starting...
8/3/2017 2:05:46 PM,Application Started Successfully
8/3/2017 2:27:34 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
8/3/2017 3:02:53 PM,Application Starting...
8/3/2017 3:03:05 PM,Application Started Successfully
8/3/2017 3:34:54 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
